220,260,273,316,348,664,769,869,1289,1350
2.0596235,0.29089555,2.0601523,0.21942414,0.5082665,2.4834378,1.5548565,3.6845205,0.59748584,1.0462911
1.0694329,0.058729935,1.0302391,0.45045972,1.0676924,1.5246805,0.08881689,3.19846,0.21025448,0.370734
1.0878358,1.0367181,0.68709916,0.27219602,0.3391251,4.006317,1.8337997,3.5969043,1.3401072,1.0722381
0.7905127,0.83380556,2.478433,0.40443972,2.0129592,3.5114708,1.9950092,3.6657145,1.4925807,1.6447805
1.5424526,0.08612233,1.7931868,0.14395724,0.29671448,2.2863898,2.1587603,3.6604333,0.31340346,1.5843763
0.47010103,1.5889286,0.2187491,0.46016112,1.8496243,3.6123538,0.13558656,1.7534332,0.5123641,1.1689072
0.33188233,0.117548816,0.643893,0.14831316,0.564888,1.636346,0.055980902,3.5516205,0.39136502,0.19171016
1.8252803,0.5616011,1.2283449,0.65799314,0.90079117,3.6026518,0.8959459,3.1509652,0.90865254,0.98218316
0.83142936,0.22363417,1.2019532,0.0,1.7415818,6.6095867,0.8020319,3.5662293,1.9384776,0.99045444
1.19328,0.729955,0.8407754,0.058085795,0.39912826,4.5328593,0.96105605,2.9624004,0.4349143,0.6798597
1.1586139,0.56542736,1.0744121,0.907519,1.804161,3.6679952,1.4498844,2.2592456,0.52284235,1.9537408
1.6061064,0.80166394,1.9420629,0.14465849,1.6913624,3.5387037,0.13169986,2.574995,0.6167216,0.546388
1.9123149,0.536194,0.6437197,0.6646204,0.54894364,4.746824,1.2576438,2.4324613,1.1534352,2.3233876
1.071988,0.7959238,0.25243136,0.48016018,2.0045564,5.6548142,0.93675005,2.849483,0.24474302,1.2735208
4.34966,1.0460777,1.300091,0.9231435,0.66628015,4.4327226,0.58376616,2.6181579,0.3495164,1.2952319
3.359425,1.0088944,2.1355877,0.6728963,0.4482123,2.4718354,0.99101114,2.0773575,1.4746368,2.2174513
2.1189106,0.07276008,0.4402161,0.47937834,1.5449004,4.2282505,1.5866734,4.3133774,0.05171808,0.7572555
2.4740956,0.0023080644,1.5470967,0.56577754,1.069384,2.519413,1.8828124,3.550004,0.3969809,1.4476736
0.16950639,1.1132706,0.38088077,0.006396083,1.9444783,4.32793,0.96891546,4.1013985,0.21826771,0.78914785
0.21000881,0.65244335,0.6737851,0.03445637,1.2537769,4.737229,0.6602316,4.0620265,0.36617905,0.74827677
1.1258366,0.43035498,0.28648266,0.033378884,1.1077502,2.4022708,0.60959095,3.4322143,0.44526967,0.4401943
1.3171228,0.10201276,0.95483,0.10242665,0.8891431,1.8072618,1.3101788,4.185305,0.85572046,0.48826385
0.5753278,0.09161944,1.0428491,0.3733677,0.7867035,4.9875817,1.9270024,4.114214,1.0800444,1.433785
2.4789193,0.26382825,1.2160943,0.20931874,0.3949635,3.8618534,2.322545,3.0512593,0.2925617,2.1202822
5.826227,0.16505373,0.16100952,0.6327249,1.7604336,1.8293321,1.1525626,3.0231316,0.7412994,0.4805766
4.6363153,0.41158754,2.0529304,0.8908204,1.9463257,2.4415433,2.3845778,2.3218632,0.22947781,2.2327447
